"country_cl","year","age","trust_parliament","trust_government"
"Germany",2020,77,0,0
"Germany",2020,54,0,0
"Germany",2020,47,0,0
"Germany",2020,73,1,1
"Germany",2020,82,1,1
"Germany",2020,60,1,1
"Germany",2020,20,NA,NA
"Germany",2020,24,1,1
"Germany",2020,75,1,1
"Germany",2020,54,1,1
"Germany",2020,33,1,1
"Germany",2020,30,1,1
"Germany",2020,73,0,0
"Germany",2020,56,1,1
"Germany",2020,36,0,0
"Germany",2020,18,1,1
"Germany",2020,71,0,0
"Germany",2020,76,1,1
"Germany",2020,19,1,1
"Germany",2020,70,1,1
"Germany",2020,72,0,0
"Germany",2020,45,1,1
"Germany",2020,66,0,0
"Germany",2020,74,1,1
"Germany",2020,57,1,1
"Germany",2020,26,0,1
"Germany",2020,57,0,0
"Germany",2020,49,0,0
"Germany",2020,52,1,1
"Germany",2020,52,0,0
"Germany",2020,34,0,0
"Germany",2020,42,1,1
"Germany",2020,28,NA,NA
"Germany",2020,17,NA,NA
"Germany",2020,77,1,1
"Germany",2020,72,1,1
"Germany",2020,44,0,0
"Germany",2020,74,0,1
"Germany",2020,41,1,1
"Germany",2020,90,1,1
"Germany",2020,71,1,1
"Germany",2020,53,0,0
"Germany",2020,27,1,1
"Germany",2020,27,0,0
"Germany",2020,21,1,1
"Germany",2020,34,1,1
"Germany",2020,55,1,1
"Germany",2020,67,0,0
"Germany",2020,50,1,1
"Germany",2020,21,0,0
"Germany",2020,44,0,0
"Germany",2020,60,0,0
"Germany",2020,30,0,0
"Germany",2020,71,1,1
"Germany",2020,71,1,1
"Germany",2020,56,1,1
"Germany",2020,66,1,1
"Germany",2020,30,0,0
"Germany",2020,60,1,1
"Germany",2020,37,0,0
"Germany",2020,33,1,0
"Germany",2020,66,1,1
"Germany",2020,39,1,1
"Germany",2020,58,1,1
"Germany",2020,58,0,1
"Germany",2020,43,1,1
"Germany",2020,81,0,0
"Germany",2020,63,1,1
"Germany",2020,36,0,0
"Germany",2020,51,1,0
"Germany",2020,41,1,1
"Germany",2020,22,1,1
"Germany",2020,25,1,1
"Germany",2020,66,0,0
"Germany",2020,52,1,1
"Germany",2020,47,1,1
"Germany",2020,37,NA,1
"Germany",2020,70,0,0
"Germany",2020,25,1,1
"Germany",2020,46,1,0
"Germany",2020,60,0,0
"Germany",2020,20,0,0
"Germany",2020,60,1,1
"Germany",2020,40,1,1
"Germany",2020,73,1,0
"Germany",2020,73,1,1
"Germany",2020,31,1,1
"Germany",2020,36,1,1
"Germany",2020,46,1,1
"Germany",2020,49,1,1
"Germany",2020,78,1,1
"Germany",2020,35,1,1
"Germany",2020,18,1,1
"Germany",2020,43,1,1
"Germany",2020,54,1,1
"Germany",2020,53,1,1
"Germany",2020,87,NA,NA
"Germany",2020,54,0,0
"Germany",2020,63,0,0
"Germany",2020,47,0,0
"Germany",2020,64,0,0
"Germany",2020,42,1,1
"Germany",2020,65,1,1
"Germany",2020,51,1,1
"Germany",2020,59,1,1
"Germany",2020,84,1,1
"Germany",2020,79,1,1
"Germany",2020,69,0,0
"Germany",2020,44,1,1
"Germany",2020,43,1,1
"Germany",2020,82,1,1
"Germany",2020,29,1,1
"Germany",2020,72,1,1
"Germany",2020,69,1,1
"Germany",2020,44,1,1
"Germany",2020,50,1,1
"Germany",2020,49,1,1
"Germany",2020,21,NA,1
"Germany",2020,48,NA,1
"Germany",2020,40,1,1
"Germany",2020,66,0,0
"Germany",2020,51,0,0
"Germany",2020,41,NA,0
"Germany",2020,45,1,1
"Germany",2020,28,1,1
"Germany",2020,48,1,1
"Germany",2020,83,0,0
"Germany",2020,53,1,1
"Germany",2020,33,0,0
"Germany",2020,30,1,1
"Germany",2020,33,1,1
"Germany",2020,72,0,0
"Germany",2020,67,1,1
"Germany",2020,28,1,1
"Germany",2020,34,1,1
"Germany",2020,68,1,0
"Germany",2020,65,1,1
"Germany",2020,64,1,1
"Germany",2020,50,0,0
"Germany",2020,71,1,1
"Germany",2020,65,1,NA
"Germany",2020,60,NA,NA
"Germany",2020,54,1,1
"Germany",2020,34,1,1
"Germany",2020,61,1,1
"Germany",2020,64,0,0
"Germany",2020,75,1,1
"Germany",2020,41,0,1
"Germany",2020,45,1,0
"Germany",2020,62,0,0
"Germany",2020,72,1,1
"Germany",2020,39,1,1
"Germany",2020,67,0,0
"Germany",2020,67,1,1
"Germany",2020,78,0,0
"Germany",2020,79,1,1
"Germany",2020,53,NA,1
"Germany",2020,46,1,1
"Germany",2020,66,1,1
"Germany",2020,62,1,1
"Germany",2020,28,1,1
"Germany",2020,72,1,1
"Germany",2020,63,0,0
"Germany",2020,65,NA,0
"Germany",2020,24,NA,1
"Germany",2020,49,0,0
"Germany",2020,58,0,0
"Germany",2020,28,1,NA
"Germany",2020,59,1,1
"Germany",2020,70,1,1
"Germany",2020,62,1,1
"Germany",2020,66,1,1
"Germany",2020,77,1,1
"Germany",2020,70,1,1
"Germany",2020,81,1,1
"Germany",2020,78,1,1
"Germany",2020,54,1,1
"Germany",2020,33,1,1
"Germany",2020,72,1,1
"Germany",2020,54,1,1
"Germany",2020,53,1,1
"Germany",2020,34,1,1
"Germany",2020,74,0,0
"Germany",2020,40,1,1
"Germany",2020,20,1,1
"Germany",2020,32,0,0
"Germany",2020,46,1,0
"Germany",2020,37,0,0
"Germany",2020,59,1,1
"Germany",2020,17,1,1
"Germany",2020,41,1,1
"Germany",2020,23,1,1
"Germany",2020,19,1,1
"Germany",2020,60,1,1
"Germany",2020,25,1,1
"Germany",2020,22,NA,NA
"Germany",2020,53,NA,1
"Germany",2020,32,NA,NA
"Germany",2020,56,0,0
"Germany",2020,20,1,1
"Germany",2020,81,1,1
"Germany",2020,49,NA,1
"Germany",2020,64,1,0
"Germany",2020,80,1,1
"Germany",2020,73,1,1
"Germany",2020,53,1,1
"Germany",2020,40,1,1
"Germany",2020,55,1,1
"Germany",2020,45,1,1
"Germany",2020,60,0,0
"Germany",2020,83,1,1
"Germany",2020,60,1,1
"Germany",2020,81,1,1
"Germany",2020,53,1,1
"Germany",2020,61,0,1
"Germany",2020,36,1,1
"Germany",2020,73,1,1
"Germany",2020,44,1,1
"Germany",2020,63,0,0
"Germany",2020,32,0,0
"Germany",2020,69,0,0
"Germany",2020,66,1,1
"Germany",2020,69,0,0
"Germany",2020,68,1,1
"Germany",2020,28,1,0
"Germany",2020,58,0,0
"Germany",2020,55,0,0
"Germany",2020,65,0,0
"Germany",2020,54,0,0
"Germany",2020,33,0,0
"Germany",2020,42,1,1
"Germany",2020,57,1,1
"Germany",2020,48,1,1
"Germany",2020,47,0,0
"Germany",2020,59,1,1
"Germany",2020,65,1,1
"Germany",2020,61,1,1
"Germany",2020,68,1,1
"Germany",2020,56,1,1
"Germany",2020,65,0,0
"Germany",2020,62,0,0
"Germany",2020,63,0,0
"Germany",2020,39,1,1
"Germany",2020,37,0,0
"Germany",2020,66,1,1
"Germany",2020,22,0,0
"Germany",2020,64,1,1
"Germany",2020,42,0,0
"Germany",2020,18,1,1
"Germany",2020,62,1,0
"Germany",2020,78,1,1
"Germany",2020,40,0,1
"Germany",2020,23,0,0
"Germany",2020,55,NA,1
"Germany",2020,84,1,1
"Germany",2020,77,0,0
"Germany",2020,74,0,0
"Germany",2020,53,1,1
"Germany",2020,62,1,1
"Germany",2020,54,0,0
"Germany",2020,45,1,1
"Germany",2020,59,0,0
"Germany",2020,34,0,0
"Germany",2020,74,NA,0
"Germany",2020,56,1,1
"Germany",2020,40,1,1
"Germany",2020,23,0,0
"Germany",2020,34,1,0
"Germany",2020,85,0,0
"Germany",2020,60,1,1
"Germany",2020,59,1,NA
"Germany",2020,27,0,0
"Germany",2020,30,1,1
"Germany",2020,75,0,0
"Germany",2020,57,1,1
"Germany",2020,63,0,0
"Germany",2020,82,1,1
"Germany",2020,66,1,1
"Germany",2020,68,NA,NA
"Germany",2020,63,1,1
"Germany",2020,65,1,1
"Germany",2020,48,1,0
"Germany",2020,55,1,1
"Germany",2020,58,NA,0
"Germany",2020,62,1,1
"Germany",2020,21,NA,NA
"Germany",2020,81,0,1
"Germany",2020,19,1,1
"Germany",2020,92,1,1
"Germany",2020,77,1,1
"Germany",2020,32,1,NA
"Germany",2020,37,1,1
"Germany",2020,43,0,0
"Germany",2020,40,1,0
"Germany",2020,35,1,1
"Germany",2020,68,1,1
"Germany",2020,60,1,1
"Germany",2020,27,1,1
"Germany",2020,39,1,NA
"Germany",2020,57,NA,0
"Germany",2020,65,1,1
"Germany",2020,59,1,1
"Germany",2020,52,1,1
"Germany",2020,23,1,1
"Germany",2020,30,1,1
"Germany",2020,45,0,0
"Germany",2020,43,0,0
"Germany",2020,68,1,1
"Germany",2020,27,0,0
"Germany",2020,46,0,0
"Germany",2020,51,1,1
"Germany",2020,43,1,1
"Germany",2020,57,1,0
"Germany",2020,44,1,1
"Germany",2020,37,1,1
"Germany",2020,49,1,1
"Germany",2020,73,1,1
"Germany",2020,84,1,1
"Germany",2020,81,1,1
"Germany",2020,82,0,0
"Germany",2020,69,1,1
"Germany",2020,36,0,0
"Germany",2020,65,NA,NA
"Germany",2020,53,1,1
"Germany",2020,68,1,1
"Germany",2020,16,0,0
"Germany",2020,26,1,1
"Germany",2020,70,1,0
"Germany",2020,26,0,0
"Germany",2020,15,NA,1
"Germany",2020,89,NA,NA
"Germany",2020,47,1,1
"Germany",2020,83,1,1
"Germany",2020,72,0,0
"Germany",2020,73,0,1
"Germany",2020,65,1,NA
"Germany",2020,60,NA,NA
"Germany",2020,33,0,1
"Germany",2020,18,0,1
"Germany",2020,77,1,1
"Germany",2020,17,NA,NA
"Germany",2020,81,1,1
"Germany",2020,79,0,0
"Germany",2020,74,1,1
"Germany",2020,79,0,1
"Germany",2020,44,1,1
"Germany",2020,24,1,1
"Germany",2020,52,1,1
"Germany",2020,52,1,1
"Germany",2020,70,1,1
"Germany",2020,76,1,1
"Germany",2020,53,1,1
"Germany",2020,79,0,0
"Germany",2020,70,0,0
"Germany",2020,48,0,0
"Germany",2020,48,0,0
"Germany",2020,67,0,0
"Germany",2020,23,1,1
"Germany",2020,34,0,0
"Germany",2020,69,1,1
"Germany",2020,45,0,0
"Germany",2020,49,1,1
"Germany",2020,37,1,0
"Germany",2020,25,1,1
"Germany",2020,45,NA,NA
"Germany",2020,36,NA,NA
"Germany",2020,33,0,0
"Germany",2020,31,1,1
"Germany",2020,51,1,1
"Germany",2020,79,0,0
"Germany",2020,75,0,0
"Germany",2020,76,0,0
"Germany",2020,67,1,1
"Germany",2020,75,1,0
"Germany",2020,51,1,1
"Germany",2020,64,1,1
"Germany",2020,53,0,0
"Germany",2020,78,0,1
"Germany",2020,60,1,1
"Germany",2020,78,0,1
"Germany",2020,46,0,0
"Germany",2020,35,1,1
"Germany",2020,19,0,1
"Germany",2020,56,0,0
"Germany",2020,64,1,1
"Germany",2020,49,1,1
"Germany",2020,65,1,1
"Germany",2020,28,1,1
"Germany",2020,19,1,1
"Germany",2020,28,1,1
"Germany",2020,71,1,1
"Germany",2020,46,1,1
"Germany",2020,30,0,0
"Germany",2020,51,1,NA
"Germany",2020,27,1,0
"Germany",2020,52,1,1
"Germany",2020,66,0,0
"Germany",2020,72,0,1
"Germany",2020,45,1,1
"Germany",2020,17,1,1
"Germany",2020,20,0,0
"Germany",2020,86,0,0
"Germany",2020,61,NA,NA
"Germany",2020,63,0,0
"Germany",2020,40,0,0
"Germany",2020,71,0,0
"Germany",2020,65,0,0
"Germany",2020,69,0,0
"Germany",2020,53,0,0
"Germany",2020,40,0,0
"Germany",2020,67,1,1
"Germany",2020,29,1,1
"Germany",2020,71,1,1
"Germany",2020,66,1,1
"Germany",2020,80,1,1
"Germany",2020,84,1,1
"Germany",2020,75,0,0
"Germany",2020,64,0,1
"Germany",2020,85,1,1
"Germany",2020,60,0,0
"Germany",2020,64,0,0
"Germany",2020,63,1,1
"Germany",2020,17,1,1
"Germany",2020,53,0,1
"Germany",2020,24,1,1
"Germany",2020,79,0,0
"Germany",2020,25,1,1
"Germany",2020,58,1,1
"Germany",2020,50,1,1
"Germany",2020,53,0,0
"Germany",2020,61,1,1
"Germany",2020,54,1,1
"Germany",2020,40,0,1
"Germany",2020,78,1,1
"Germany",2020,85,1,1
"Germany",2020,76,1,1
"Germany",2020,39,0,0
"Germany",2020,60,0,0
"Germany",2020,65,0,0
"Germany",2020,76,0,0
"Germany",2020,36,0,1
"Germany",2020,29,0,0
"Germany",2020,48,1,1
"Germany",2020,17,1,1
"Germany",2020,72,0,0
"Germany",2020,61,1,1
"Germany",2020,63,0,0
"Germany",2020,67,1,1
"Germany",2020,62,0,0
"Germany",2020,17,0,0
"Germany",2020,66,NA,NA
"Germany",2020,29,NA,NA
"Germany",2020,33,0,0
"Germany",2020,62,1,1
"Germany",2020,55,1,1
"Germany",2020,79,NA,1
"Germany",2020,64,0,0
"Germany",2020,65,0,1
"Germany",2020,69,0,0
"Germany",2020,73,1,1
"Germany",2020,17,0,0
"Germany",2020,65,0,0
"Germany",2020,24,1,1
"Germany",2020,27,1,1
"Germany",2020,63,1,0
"Germany",2020,57,1,1
"Germany",2020,38,1,1
"Germany",2020,81,1,1
"Germany",2020,83,1,1
"Germany",2020,28,0,0
"Germany",2020,85,1,1
"Germany",2020,85,1,1
"Germany",2020,79,0,0
"Germany",2020,91,1,1
"Germany",2020,77,1,1
"Germany",2020,70,1,1
"Germany",2020,57,1,1
"Germany",2020,58,0,0
"Germany",2020,40,0,0
"Germany",2020,19,1,1
"Germany",2020,45,1,1
"Germany",2020,16,1,1
"Germany",2020,43,1,1
"Germany",2020,42,0,1
"Germany",2020,59,0,0
"Germany",2020,64,1,1
"Germany",2020,55,1,1
"Germany",2020,76,0,0
"Germany",2020,44,0,0
"Germany",2020,66,0,1
"Germany",2020,75,0,1
"Germany",2020,30,0,0
"Germany",2020,18,1,1
"Germany",2020,62,0,1
"Germany",2020,50,0,0
"Germany",2020,41,NA,NA
"Germany",2020,74,0,0
"Germany",2020,40,0,0
"Germany",2020,40,1,1
"Germany",2020,71,1,1
"Germany",2020,15,1,1
"Germany",2020,80,1,1
"Germany",2020,81,1,1
"Germany",2020,71,0,0
"Germany",2020,58,0,0
"Germany",2020,29,1,1
"Germany",2020,71,0,0
"Germany",2020,49,0,0
"Germany",2020,42,1,1
"Germany",2020,86,1,1
"Germany",2020,81,0,0
"Germany",2020,82,0,0
"Germany",2020,60,0,1
"Germany",2020,26,1,1
"Germany",2020,83,0,0
"Germany",2020,27,1,1
"Germany",2020,31,1,1
"Germany",2020,64,0,0
"Germany",2020,52,1,1
"Germany",2020,56,1,1
"Germany",2020,55,1,1
"Germany",2020,51,1,1
"Germany",2020,42,1,1
"Germany",2020,59,0,0
"Germany",2020,60,1,0
"Germany",2020,60,1,1
"Germany",2020,52,0,0
"Germany",2020,75,1,1
"Germany",2020,46,0,0
"Germany",2020,87,1,NA
"Germany",2020,34,0,0
"Germany",2020,46,0,0
"Germany",2020,46,1,1
"Germany",2020,81,1,1
"Germany",2020,47,1,1
"Germany",2020,34,1,1
"Germany",2020,67,1,1
"Germany",2020,81,0,1
"Germany",2020,32,1,1
"Germany",2020,67,0,1
"Germany",2020,56,1,1
"Germany",2020,64,1,1
"Germany",2020,42,1,1
"Germany",2020,62,0,0
"Germany",2020,54,0,0
"Germany",2020,87,0,0
"Germany",2020,72,1,0
"Germany",2020,89,1,1
"Germany",2020,60,NA,0
"Germany",2020,48,1,1
"Germany",2020,60,1,1
"Germany",2020,31,0,0
"Germany",2020,65,1,1
"Germany",2020,74,1,1
"Germany",2020,65,0,0
"Germany",2020,64,1,1
"Germany",2020,62,1,1
"Germany",2020,59,1,1
"Germany",2020,65,1,1
"Germany",2020,62,1,1
"Germany",2020,28,1,1
"Germany",2020,52,1,1
"Germany",2020,67,0,1
"Germany",2020,78,1,1
"Germany",2020,58,1,1
"Germany",2020,47,1,1
"Germany",2020,73,0,0
"Germany",2020,22,1,0
"Germany",2020,20,1,1
"Germany",2020,21,1,0
"Germany",2020,27,1,1
"Germany",2020,27,1,1
"Germany",2020,73,0,0
"Germany",2020,40,0,0
"Germany",2020,67,1,1
"Germany",2020,32,1,1
"Germany",2020,62,1,1
"Germany",2020,58,1,1
"Germany",2020,64,1,1
"Germany",2020,69,1,1
"Germany",2020,78,NA,0
"Germany",2020,67,1,1
"Germany",2020,59,0,0
"Germany",2020,29,1,1
"Germany",2020,61,1,0
"Germany",2020,58,1,1
"Germany",2020,61,1,0
"Germany",2020,48,0,0
"Germany",2020,68,1,1
"Germany",2020,38,1,0
"Germany",2020,77,0,0
"Germany",2020,67,0,0
"Germany",2020,61,0,0
"Germany",2020,71,0,0
"Germany",2020,48,1,0
"Germany",2020,47,1,1
"Germany",2020,50,0,0
"Germany",2020,66,1,0
"Germany",2020,34,NA,NA
"Germany",2020,43,1,1
"Germany",2020,56,0,0
"Germany",2020,52,1,0
"Germany",2020,67,0,0
"Germany",2020,77,1,1
"Germany",2020,44,1,1
"Germany",2020,54,1,1
"Germany",2020,45,1,1
"Germany",2020,78,0,0
"Germany",2020,80,0,0
"Germany",2020,54,1,1
"Germany",2020,50,1,1
"Germany",2020,35,1,1
"Germany",2020,30,1,1
"Germany",2020,74,0,1
"Germany",2020,57,1,1
"Germany",2020,62,0,0
"Germany",2020,59,1,1
"Germany",2020,43,1,1
"Germany",2020,55,1,0
"Germany",2020,41,0,0
"Germany",2020,28,1,1
"Germany",2020,51,0,0
"Germany",2020,49,0,0
"Germany",2020,70,1,0
"Germany",2020,58,1,1
"Germany",2020,48,1,1
"Germany",2020,55,1,1
"Germany",2020,59,1,1
"Germany",2020,34,1,1
"Germany",2020,34,1,0
"Germany",2020,65,0,0
"Germany",2020,61,1,1
"Germany",2020,27,1,1
"Germany",2020,75,1,1
"Germany",2020,47,1,1
"Germany",2020,74,1,1
"Germany",2020,60,1,1
"Germany",2020,82,1,1
"Germany",2020,29,0,0
"Germany",2020,57,0,0
"Germany",2020,56,0,0
"Germany",2020,74,1,1
"Germany",2020,58,0,0
"Germany",2020,57,1,1
"Germany",2020,20,1,1
"Germany",2020,57,1,1
"Germany",2020,65,0,0
"Germany",2020,37,1,0
"Germany",2020,65,1,1
"Germany",2020,54,1,1
"Germany",2020,68,0,0
"Germany",2020,61,0,0
"Germany",2020,53,0,0
"Germany",2020,45,0,0
"Germany",2020,53,1,1
"Germany",2020,48,0,0
"Germany",2020,37,0,0
"Germany",2020,56,0,0
"Germany",2020,57,NA,NA
"Germany",2020,44,0,0
"Germany",2020,55,0,0
"Germany",2020,49,1,1
"Germany",2020,64,0,1
"Germany",2020,58,0,0
"Germany",2020,41,0,0
"Germany",2020,42,1,1
"Germany",2020,72,1,1
"Germany",2020,56,1,1
"Germany",2020,59,1,1
"Germany",2020,32,NA,0
"Germany",2020,52,1,1
"Germany",2020,87,1,1
"Germany",2020,76,1,1
"Germany",2020,61,1,1
"Germany",2020,80,0,0
"Germany",2020,65,1,0
"Germany",2020,56,1,1
"Germany",2020,29,1,1
"Germany",2020,60,1,1
"Germany",2020,81,1,0
"Germany",2020,29,0,0
"Germany",2020,56,0,0
"Germany",2020,72,1,1
"Germany",2020,57,0,0
"Germany",2020,42,1,1
"Germany",2020,65,0,0
"Germany",2020,35,0,0
"Germany",2020,45,1,1
"Germany",2020,79,1,1
"Germany",2020,69,NA,0
"Germany",2020,44,1,1
"Germany",2020,43,1,1
"Germany",2020,55,0,0
"Germany",2020,40,1,1
"Germany",2020,77,1,1
"Germany",2020,80,1,0
"Germany",2020,39,NA,0
"Germany",2020,42,1,1
"Germany",2020,72,0,0
"Germany",2020,31,1,1
"Germany",2020,25,0,1
"Germany",2020,26,1,1
"Germany",2020,61,0,0
"Germany",2020,83,1,1
"Germany",2020,37,1,1
"Germany",2020,77,1,1
"Germany",2020,23,1,1
"Germany",2020,69,NA,NA
"Germany",2020,53,1,0
"Germany",2020,49,0,0
"Germany",2020,73,0,0
"Germany",2020,52,NA,NA
"Germany",2020,64,1,1
"Germany",2020,65,1,1
"Germany",2020,81,0,0
"Germany",2020,64,1,1
"Germany",2020,80,1,1
"Germany",2020,60,0,0
"Germany",2020,68,0,1
"Germany",2020,49,0,0
"Germany",2020,82,0,0
"Germany",2020,28,1,1
"Germany",2020,53,0,0
"Germany",2020,43,1,1
"Germany",2020,46,0,0
"Germany",2020,87,NA,NA
"Germany",2020,64,1,1
"Germany",2020,53,1,1
"Germany",2020,50,1,1
"Germany",2020,24,1,1
"Germany",2020,59,1,1
"Germany",2020,42,0,0
"Germany",2020,31,1,1
"Germany",2020,57,1,0
"Germany",2020,40,1,1
"Germany",2020,26,1,1
"Germany",2020,52,1,1
"Germany",2020,45,0,0
"Germany",2020,48,1,1
"Germany",2020,62,1,0
"Germany",2020,61,0,0
"Germany",2020,26,1,1
"Germany",2020,66,1,1
"Germany",2020,60,1,1
"Germany",2020,78,1,1
"Germany",2020,29,1,1
"Germany",2020,72,0,0
"Germany",2020,58,1,0
"Germany",2020,25,1,1
"Germany",2020,36,0,0
"Germany",2020,67,1,1
"Germany",2020,63,1,1
"Germany",2020,27,0,0
"Germany",2020,55,1,1
"Germany",2020,34,NA,NA
"Germany",2020,56,1,1
"Germany",2020,40,NA,0
"Germany",2020,42,1,1
"Germany",2020,42,NA,0
"Germany",2020,68,0,0
"Germany",2020,45,1,1
"Germany",2020,76,1,1
"Germany",2020,66,1,1
"Germany",2020,24,1,1
"Germany",2020,24,1,NA
"Germany",2020,50,1,1
"Germany",2020,24,0,0
"Germany",2020,53,1,1
"Germany",2020,49,1,1
"Germany",2020,79,1,1
"Germany",2020,42,1,1
"Germany",2020,27,1,1
"Germany",2020,62,1,1
"Germany",2020,62,1,1
"Germany",2020,50,1,1
"Germany",2020,79,0,0
"Germany",2020,27,1,1
"Germany",2020,69,0,0
"Germany",2020,55,0,0
"Germany",2020,41,1,1
"Germany",2020,61,1,1
"Germany",2020,35,0,0
"Germany",2020,45,0,0
"Germany",2020,32,1,1
"Germany",2020,48,1,0
"Germany",2020,82,1,1
"Germany",2020,63,1,1
"Germany",2020,80,1,0
"Germany",2020,39,1,0
"Germany",2020,39,1,1
"Germany",2020,24,0,0
"Germany",2020,47,0,0
"Germany",2020,22,1,1
"Germany",2020,28,0,0
"Germany",2020,64,1,1
"Germany",2020,60,1,1
"Germany",2020,81,1,1
"Germany",2020,30,0,0
"Germany",2020,87,1,1
"Germany",2020,24,1,1
"Germany",2020,51,1,1
"Germany",2020,19,1,1
"Germany",2020,25,0,0
"Germany",2020,65,0,0
"Germany",2020,45,0,0
"Germany",2020,60,0,0
"Germany",2020,44,0,0
"Germany",2020,44,0,0
"Germany",2020,46,0,0
"Germany",2020,66,0,0
"Germany",2020,28,0,0
"Germany",2020,76,1,1
"Germany",2020,76,NA,0
"Germany",2020,63,1,1
"Germany",2020,16,1,1
"Germany",2020,50,0,0
"Germany",2020,38,1,1
"Germany",2020,32,1,1
"Germany",2020,83,1,1
"Germany",2020,24,1,1
"Germany",2020,46,0,0
"Germany",2020,48,1,1
"Germany",2020,78,0,0
"Germany",2020,87,1,1
"Germany",2020,51,1,1
"Germany",2020,87,0,0
"Germany",2020,83,1,0
"Germany",2020,16,1,1
"Germany",2020,55,1,1
"Germany",2020,61,0,0
"Germany",2020,16,1,1
"Germany",2020,52,1,1
"Germany",2020,50,0,0
"Germany",2020,68,1,1
"Germany",2020,80,1,1
"Germany",2020,57,1,1
"Germany",2020,77,1,1
"Germany",2020,76,0,0
"Germany",2020,70,1,1
"Germany",2020,67,1,1
"Germany",2020,74,0,0
"Germany",2020,75,1,1
"Germany",2020,66,1,1
"Germany",2020,56,1,1
"Germany",2020,62,1,1
"Germany",2020,28,1,1
"Germany",2020,77,1,1
"Germany",2020,71,1,1
"Germany",2020,30,0,0
"Germany",2020,70,1,1
"Germany",2020,47,0,0
"Germany",2020,40,0,0
"Germany",2020,44,1,1
"Germany",2020,50,1,1
"Germany",2020,25,1,1
"Germany",2020,80,0,1
"Germany",2020,81,1,1
"Germany",2020,58,1,1
"Germany",2020,70,0,0
"Germany",2020,60,0,0
"Germany",2020,28,0,0
"Germany",2020,77,1,1
"Germany",2020,56,1,0
"Germany",2020,51,1,1
"Germany",2020,46,1,1
"Germany",2020,60,0,0
"Germany",2020,54,1,1
"Germany",2020,29,0,0
"Germany",2020,57,1,0
"Germany",2020,79,0,0
"Germany",2020,75,1,1
"Germany",2020,53,NA,NA
"Germany",2020,70,1,1
"Germany",2020,64,0,0
"Germany",2020,22,1,1
"Germany",2020,20,1,1
"Germany",2020,87,1,1
"Germany",2020,70,0,NA
"Germany",2020,27,0,0
"Germany",2020,31,1,1
"Germany",2020,24,1,1
"Germany",2020,78,1,1
"Germany",2020,66,0,0
"Germany",2020,84,NA,1
"Germany",2020,78,1,1
"Germany",2020,53,0,0
"Germany",2020,30,0,0
"Germany",2020,72,NA,NA
"Germany",2020,59,0,0
"Germany",2020,66,0,0
"Germany",2020,39,0,0
"Germany",2020,21,1,1
"Germany",2020,78,1,1
"Germany",2020,77,1,1
"Germany",2020,33,1,1
"Germany",2020,29,0,0
"Germany",2020,66,0,0
"Germany",2020,21,1,1
"Germany",2020,65,0,1
"Germany",2020,59,1,1
"Germany",2020,62,1,0
"Germany",2020,29,1,1
"Germany",2020,26,1,0
"Germany",2020,68,0,0
"Germany",2020,58,0,0
"Germany",2020,80,0,0
"Germany",2020,25,1,0
"Germany",2020,85,0,1
"Germany",2020,45,NA,1
"Germany",2020,75,0,0
"Germany",2020,38,1,1
"Germany",2020,21,1,1
"Germany",2020,34,1,0
"Germany",2020,56,0,0
"Germany",2020,42,1,1
"Germany",2020,72,1,0
"Germany",2020,43,0,0
"Germany",2020,56,1,1
"Germany",2020,26,0,0
"Germany",2020,33,1,1
"Germany",2020,51,1,1
"Germany",2020,56,0,0
"Germany",2020,28,NA,NA
"Germany",2020,42,0,0
"Germany",2020,62,0,0
"Germany",2020,65,NA,NA
"Germany",2020,36,1,1
"Germany",2020,41,1,1
"Germany",2020,67,1,1
"Germany",2020,58,1,1
"Germany",2020,73,0,0
"Germany",2020,27,0,0
"Germany",2020,27,0,0
"Germany",2020,55,0,0
"Germany",2020,27,0,0
"Germany",2020,73,1,1
"Germany",2020,70,0,0
"Germany",2020,57,1,1
"Germany",2020,35,1,1
"Germany",2020,40,1,1
"Germany",2020,46,1,1
"Germany",2020,51,1,1
"Germany",2020,86,1,1
"Germany",2020,70,1,1
"Germany",2020,63,0,1
"Germany",2020,69,1,0
"Germany",2020,44,1,1
"Germany",2020,38,0,0
"Germany",2020,34,0,0
"Germany",2020,89,1,1
"Germany",2020,34,0,0
"Germany",2020,57,0,0
"Germany",2020,22,1,1
"Germany",2020,54,1,1
"Germany",2020,57,0,0
"Germany",2020,20,1,1
"Germany",2020,32,1,1
"Germany",2020,39,0,1
"Germany",2020,63,1,1
"Germany",2020,45,0,1
"Germany",2020,54,1,0
"Germany",2020,62,1,1
"Germany",2020,59,1,1
"Germany",2020,28,1,1
"Germany",2020,53,0,0
"Germany",2020,18,0,0
"Germany",2020,41,1,1
"Germany",2020,34,1,1
"Germany",2020,55,1,1
"Germany",2020,61,1,1
"Germany",2020,66,0,0
"Germany",2020,30,0,0
"Germany",2020,26,1,1
"Germany",2020,91,1,1
"Germany",2020,31,1,0
"Germany",2020,45,1,1
"France",2020,24,NA,0
"France",2020,57,0,0
"France",2020,66,0,0
"France",2020,17,0,0
"France",2020,26,0,0
"France",2020,55,0,0
"France",2020,47,0,0
"France",2020,22,0,0
"France",2020,24,1,1
"France",2020,19,1,1
"France",2020,27,0,0
"France",2020,65,1,1
"France",2020,19,0,0
"France",2020,39,0,0
"France",2020,25,0,0
"France",2020,59,0,0
"France",2020,19,0,0
"France",2020,19,0,0
